18,?
29,?
41,?
53,?
60,?
67,?
75,?
79,?
79,?
88,?
93,?
101,?
103,?
106,?
107,?
131,?
?,29
?,37
?,42
?,45
?,45
?,54
?,54
?,58
?,61
?,64
?,69
?,73
?,75
?,92
?,104
